,Nuclei_Location_Center_X,Nuclei_Location_Center_Y
7956,136.40943193997856,40.0021436227224
7957,1354.1777777777777,52.28592592592592
7958,193.94305239179957,70.84282460136674
7959,927.608,76.44533333333334
7960,834.7492163009405,85.44514106583073
7961,960.123439667129,86.25242718446601
7962,574.6035015447992,85.33676622039135
7963,1620.878787878788,117.77777777777776
7964,1129.8260869565215,127.11033634126332
7965,675.7799539170506,130.5241935483871
7966,1762.6992481203008,139.9454887218045
7967,914.0508196721312,160.5672131147541
7968,2017.8702175543883,179.11552888222056
7969,1816.622574955908,222.07231040564372
7970,468.4741506646972,243.45937961595277
7971,46.79025110782866,248.28114229443625
7972,937.103071672355,273.7617747440273
7973,217.69286577992744,282.56106408706165
7974,1310.234188034188,331.8
7975,571.6046511627907,367.2507856693903
7976,1304.6430155210644,376.2461197339246
7977,315.55354449472094,436.6334841628959
7978,1845.07747318236,474.6936829558999
7979,845.481089258699,477.82299546142207
7980,698.1627906976744,536.7805232558139
7981,670.8064992614476,550.8463810930576
7982,1057.6736842105263,619.0751879699249
7983,447.54945054945057,633.4759615384615
7984,566.689393939394,634.0681818181819
7985,1253.7574525745258,646.2357723577236
7986,82.14025500910746,658.5573770491803
7987,1574.944527736132,665.1304347826087
7988,1826.480153649168,679.5864276568502
7989,925.157320872274,682.3216510903427
7990,299.8510028653295,715.9226361031518
7991,273.5753968253968,719.0714285714286
7992,88.18696883852691,734.5623229461756
7993,795.8587786259542,736.8874045801526
7994,559.1500682128241,777.8431105047749
7995,1646.839945280438,785.9021887824897
7996,1820.2513020833333,800.4270833333334
7997,1536.847058823529,829.9
7998,943.2228739002932,845.3856304985337
7999,108.79801071155318,863.141545524101
8000,1762.4904580152672,908.4026717557252
8001,1488.2608695652175,917.360155743024
8002,247.5909090909091,938.3196480938416
8003,1190.5819774718398,945.8648310387985
8004,134.056,951.828
8005,229.2458210422812,960.6873156342184
8006,1679.6274038461538,975.96875
8007,694.1195158850227,985.2904689863842
8008,1958.10156895128,1002.5086705202312
8009,536.7203166226913,1024.168865435356
8010,486.8905109489051,1041.4992700729929
8011,984.4903397734844,1053.856762158561
8012,1575.4422110552764,1109.7437185929648
8013,558.0170807453416,1121.251552795031
8014,1130.2852713178297,1140.8666666666666
8015,729.4656750572083,1139.8924485125858
8016,1824.3220829315333,1149.7164898746385
8017,1495.574712643678,1188.647509578544
8018,526.3528455284553,1202.6357723577237
8019,230.70048309178745,1231.792270531401
8020,416.64299610894943,1238.1896887159533
8021,884.2509907529723,1253.233817701453
8022,129.2336,1264.7744
8023,1658.6340206185566,1290.7822164948454
8024,32.57822410147992,1297.936575052854
8025,599.5083426028921,1319.773081201335
8026,1214.377151799687,1324.3834115805946
8027,1361.4861995753715,1344.0541401273886
8028,309.41360544217684,1359.3455782312926
8029,185.46688741721852,1362.9917218543046
8030,490.1528878822197,1408.3975084937713
8031,153.8957475994513,1409.8957475994514
8032,68.45253164556962,1410.011075949367
8033,1734.279823269514,1424.1075110456554
8034,1935.018080667594,1431.8692628650904
8035,1173.2737430167597,1458.227653631285
8036,1735.5834319526627,1469.9881656804737
8037,416.469525959368,1475.0067720090294
8038,694.7582159624413,1489.401408450704
8039,203.27439384979303,1526.5209934949737
8040,1044.1470588235295,1533.51384083045
8041,985.6901121304792,1580.1936799184505
8042,948.8771626297578,1604.870242214533
8043,641.677037037037,1619.7496296296297
8044,1204.6256983240223,1620.9022346368715
8045,792.5041322314049,1628.201652892562
8046,1476.066132264529,1637.295591182365
8047,649.0510471204188,1643.5497382198953
8048,323.6721105527638,1649.0489949748744
8049,1313.3879668049792,1664.3485477178424
8050,741.1900452488687,1672.2051282051282
8051,402.1446208112875,1705.5220458553792
8052,1166.9022457067372,1718.118890356671
8053,606.3323485967504,1761.821270310192
8054,464.68899082568805,1768.9183486238533
8055,64.82244556113903,1775.4530988274707
8056,1272.459793814433,1783.5134020618557
8057,857.2261345852895,1809.9178403755868
8058,1616.1507760532152,1815.212860310421
8059,939.5177206393328,1831.7859624739403
8060,1034.2218649517686,1832.389067524116
8061,219.5847389558233,1858.1815261044176
8062,371.9810810810811,1868.6986486486487
8063,643.0510725229826,1876.846782431052
8064,1471.175909878683,1882.2019064124784
8065,500.56860321384426,1887.7775030902349
8066,1092.7049441786285,1912.6985645933012
8067,124.12246553122463,1931.4574209245743
8068,916.2940503432494,1941.3363844393596
8069,448.3560830860534,1954.8086053412464
8070,1540.1049284578696,1964.6852146263911
8071,817.5147150907952,1974.613024420789
8072,1999.11328125,1977.60546875
8073,141.78217821782178,1980.7062706270624
8074,264.4681034482759,1990.1672413793103
8075,1256.7825370675453,1991.948105436573
8076,998.60450563204,2003.514392991239
8077,1449.505263157895,2029.5013157894737
